No.,ID,ページ,語句,読み,正解の意味,例文,解説
1068,vocab1300_p197_001,197,しのぐ,しのぐ,何とかやりすごすこと,少ない水で、暑い一日を何とかしのぎました。,しのぐは、大変なことを何とかやりすごす、我慢するという意味です。
1069,vocab1300_p197_002,197,尾ひれをつける,おひれをつける,話を大きくすること,小さな失敗に尾ひれをつけて話すのはやめましょう。,尾ひれをつけるは、本当の話に余計なことを足して、話を大きくすることです。
1070,vocab1300_p197_003,197,口をはさむ,くちをはさむ,人が話しているところに割り込んで話すこと,友だちが話している途中で、つい口をはさんでしまいました。,口をはさむは、人の話の途中に割り込んで話すことです。
1071,vocab1300_p197_004,197,ユーモア,ユーモア,人を笑わせる面白さ,その先生の話にはユーモアがあり、みんな笑っていました。,ユーモアは、人を笑わせる面白さのことです。
1072,vocab1300_p197_005,197,隔たり,へだたり,違い、距離や考え方の開き,二人の考えには、大きな隔たりがありました。,隔たりは、距離や考え方の間にある開きや違いのことです。
1073,vocab1300_p197_006,197,推敲,すいこう,文章をよくしようと練り直すこと,作文を何度も推敲して、読みやすくしました。,推敲は、文章をよりよくするために、何度も直すことです。
1074,vocab1300_p198_001,198,善し悪し,よしあし,良いことと悪いこと,その方法の善し悪しを、みんなで話し合いました。,善し悪しは、良いところと悪いところのことです。
1075,vocab1300_p198_002,198,つつましい,つつましい,物静かで遠慮深く、控えめな様子,その子はつつましい態度で、静かにお礼を言いました。,つつましいは、物静かで遠慮深く、控えめな様子です。
1076,vocab1300_p198_003,198,手加減,てかげん,相手に合わせて、力の出し方を変えること,小さい子と遊ぶときは、少し手加減します。,手加減は、相手に合わせて、力の強さを調整することです。
1077,vocab1300_p198_004,198,すごむ,すごむ,相手を脅すようなことを言うこと,相手を怖がらせるようにすごむのはよくありません。,すごむは、相手を怖がらせるような強い言い方をすることです。
1078,vocab1300_p198_005,198,ささい,ささい,とるにたりない、ちょっとしたこと,ささいなことでけんかをせず、すぐに仲直りしました。,ささいは、大したことではない、ちょっとしたことという意味です。
1079,vocab1300_p198_006,198,推理,すいり,ある事実をもとに、見当をつけること,足跡を見て、どちらへ行ったのか推理しました。,推理は、分かっていることをもとに、そうではないかと考えることです。
1080,vocab1300_p199_001,199,指図,さしず,あれこれ人に命令すること,妹は、兄からあれこれ指図されるのが好きではありません。,指図は、あれこれ人に命令することです。
1081,vocab1300_p199_002,199,いたいけ,いたいけ,守ってあげたくなる様子,涙をこらえる子どものいたいけな姿を見て、胸が痛みました。,いたいけは、いじらしくて、守ってあげたくなる様子です。
1082,vocab1300_p199_003,199,あおむけ,あおむけ,上を向いて横になること,ベッドにあおむけに寝て、天井を見ました。,あおむけは、顔を上に向けて横になることです。
1083,vocab1300_p199_004,199,悪あがき,わるあがき,じたばたすること,負けを認めずに悪あがきしても、結果は変わりません。,悪あがきは、どうにもならないのに、じたばたすることです。
1084,vocab1300_p199_005,199,心おきなく,こころおきなく,思う存分、好きなだけ,宿題が終わったので、心おきなく遊べます。,心おきなくは、気にすることなく、思う存分という意味です。
1085,vocab1300_p199_006,199,蒸し返す,むしかえす,解決したことを、また問題にすること,終わった話を蒸し返すと、またけんかになります。,蒸し返すは、一度解決したことを、また問題にすることです。
1086,vocab1300_p200_001,200,足がすくむ,あしがすくむ,恐怖や緊張で、足が動かなくなること,高い橋の上から下を見ると、足がすくみました。,足がすくむは、怖さや緊張で足が動かなくなることです。
1087,vocab1300_p200_002,200,例外,れいがい,原則に当てはまらないこと,おやつは一人一つですが、今日は妹だけ例外にしました。,例外は、ふつうの決まりや原則に当てはまらないことです。
1088,vocab1300_p200_003,200,おおらか,おおらか,心がゆったりとした様子,私のおばさんはおおらかで、小さな失敗を笑ってくれます。,おおらかは、細かいことを気にしすぎず、心がゆったりしている様子です。
1089,vocab1300_p200_004,200,さきがけ,さきがけ,最初に何かを始めたり、成し遂げたりした人,その人は、日本で新しいスポーツを広めたさきがけです。,さきがけは、他の人より先に何かを始めたり、成し遂げたりした人です。
1090,vocab1300_p200_005,200,リタイア,リタイア,途中で退場すること,足を痛めて、マラソンを途中でリタイアしました。,リタイアは、試合や競技などを途中でやめて退場することです。
1091,vocab1300_p200_006,200,災い,わざわい,災難,軽はずみな発言は、大きな災いを招くことがあります。,災いは、よくない出来事や災難のことです。
